SKU,Broken 1,Broken 2,Broken 3,Broken 4,Broken 5,Broken 6,Broken 7,Broken 8,Broken 9
328796,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328798,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328845,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328851,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328853,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328871,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328886,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328893,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
328958,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329044,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329058,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329061,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329066,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329072,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329114,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
329178,Check manually. There was a server error or the item was not actually live.
331737,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
331973,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
332107,https://images.staplesadvantage.com/is/image/Staples/s0781689_sc7 unsupported image type
332291,https://images.staplesadvantage.com/is/image/Staples/s0482364_sc7 unsupported image type
332404,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
332472,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
332691,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
332704,https://images.staplesadvantage.com/is/image/Staples/sp27611110_sc7 unsupported image type
332752,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
337612,https://images.staplesadvantage.com/is/image/Staples/sp27611114_sc7 unsupported image type
337645,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
337888,https://images.staplesadvantage.com/is/image/Staples/s0482277_sc7 unsupported image type
344942,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
344944,https://images.staplesadvantage.com/is/image/Staples/greecoumclaco_sc7 unsupported image type
355156,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
355181,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
356020,https://www.staples-3p.com/s7/is/image/Staples/9519F2E7-BDF4-46F0-86AF0C4462280AE4_sc7 unsupported image type
356930,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
356936,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
356944,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
356945,Image at sequence 0 is broken: /is/image/Staples/s0577688_sc7
359257,https://www.staples-3p.com/s7/is/image/Staples/sp126688393_sc7 unsupported image type
